epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
14,1272.48,1.15991,1.00885,1.14784,0.8004,0.46504,0.54695,0.33536,1.1507,0.99512,1.15297,0.00373526,0.00124509,0.00373526,0.00124509,0.00373526,0.00124509,0.00373526,0.00124509
15,1345.3,1.14588,0.97913,1.14226,0.74855,0.62518,0.63765,0.3956,1.11307,0.87419,1.1217,0.00369282,0.00123094,0.00369282,0.00123094,0.00369282,0.00123094,0.00369282,0.00123094
16,1423.54,1.13322,0.9533,1.13618,0.76896,0.47082,0.47855,0.29533,1.20093,0.96383,1.18331,0.00365038,0.00121679,0.00365038,0.00121679,0.00365038,0.00121679,0.00365038,0.00121679
17,1491.32,1.12951,0.96685,1.13827,0.83195,0.81552,0.85312,0.52825,1.09599,0.84571,1.11248,0.00360794,0.00120265,0.00360794,0.00120265,0.00360794,0.00120265,0.00360794,0.00120265
18,1555.68,1.1354,0.9281,1.13213,0.81879,0.87029,0.89398,0.56393,1.10116,0.82712,1.11427,0.0035655,0.0011885,0.0035655,0.0011885,0.0035655,0.0011885,0.0035655,0.0011885
19,1629.65,1.12025,0.92369,1.12109,0.83299,0.84041,0.88017,0.53587,1.16123,0.96266,1.16713,0.00352306,0.00117435,0.00352306,0.00117435,0.00352306,0.00117435,0.00352306,0.00117435
20,1718.33,1.10976,0.93397,1.12766,0.79749,0.47162,0.49873,0.30591,1.16661,0.97277,1.16979,0.00348062,0.00116021,0.00348062,0.00116021,0.00348062,0.00116021,0.00348062,0.00116021
21,1802.06,1.11917,0.9079,1.11877,0.82555,0.77628,0.79711,0.50098,1.06526,0.81182,1.09244,0.00343817,0.00114606,0.00343817,0.00114606,0.00343817,0.00114606,0.00343817,0.00114606
22,1887.54,1.1224,0.9165,1.13311,0.82723,0.76252,0.7786,0.49558,1.07459,0.8013,1.09715,0.00339573,0.00113191,0.00339573,0.00113191,0.00339573,0.00113191,0.00339573,0.00113191
23,1950.62,1.10343,0.90328,1.11327,0.84632,0.88416,0.91567,0.58043,1.08141,0.81809,1.10156,0.00335329,0.00111776,0.00335329,0.00111776,0.00335329,0.00111776,0.00335329,0.00111776
24,2019.41,1.12372,0.92044,1.12663,0.84558,0.81372,0.85482,0.53434,1.09927,0.80321,1.10791,0.00331085,0.00110362,0.00331085,0.00110362,0.00331085,0.00110362,0.00331085,0.00110362
25,2097.37,1.11488,0.8931,1.12307,0.83091,0.83994,0.8738,0.52965,1.16071,0.97302,1.16904,0.00326841,0.00108947,0.00326841,0.00108947,0.00326841,0.00108947,0.00326841,0.00108947
26,2157.48,1.0915,0.87658,1.11433,0.83414,0.90323,0.92036,0.58384,1.07507,0.80263,1.10186,0.00322597,0.00107532,0.00322597,0.00107532,0.00322597,0.00107532,0.00322597,0.00107532
27,2225.61,1.11572,0.88257,1.11488,0.84055,0.85595,0.88737,0.57031,1.0557,0.79599,1.08344,0.00318353,0.00106118,0.00318353,0.00106118,0.00318353,0.00106118,0.00318353,0.00106118
28,2294.82,1.07909,0.85589,1.09954,0.83847,0.82356,0.85288,0.53523,1.14513,0.91337,1.14024,0.00314108,0.00104703,0.00314108,0.00104703,0.00314108,0.00104703,0.00314108,0.00104703
29,2350.81,1.09215,0.85319,1.10659,0.84612,0.88881,0.92201,0.58388,1.09817,0.82768,1.11866,0.00309864,0.00103288,0.00309864,0.00103288,0.00309864,0.00103288,0.00309864,0.00103288
30,2414.24,1.07399,0.84988,1.09267,0.85031,0.89894,0.92867,0.59473,1.06398,0.85869,1.0957,0.0030562,0.00101873,0.0030562,0.00101873,0.0030562,0.00101873,0.0030562,0.00101873
31,2485.18,1.07851,0.84303,1.08566,0.86065,0.83455,0.87318,0.56181,1.0382,0.76965,1.07402,0.00301376,0.00100459,0.00301376,0.00100459,0.00301376,0.00100459,0.00301376,0.00100459
32,2544.93,1.07406,0.85466,1.10157,0.87247,0.89506,0.93521,0.60633,1.02643,0.75401,1.06685,0.00297132,0.00099044,0.00297132,0.00099044,0.00297132,0.00099044,0.00297132,0.00099044
33,2618.16,1.08441,0.82995,1.09105,0.85068,0.80501,0.83004,0.53699,1.02304,0.74874,1.06411,0.00292888,0.000976293,0.00292888,0.000976293,0.00292888,0.000976293,0.00292888,0.000976293
34,2688.43,1.08578,0.83967,1.10907,0.85795,0.83801,0.87195,0.55633,1.06529,0.75476,1.08234,0.00288644,0.000962146,0.00288644,0.000962146,0.00288644,0.000962146,0.00288644,0.000962146
35,2760.91,1.0853,0.82918,1.10323,0.85345,0.82111,0.85361,0.5467,1.04087,0.74201,1.06846,0.002844,0.000947999,0.002844,0.000947999,0.002844,0.000947999,0.002844,0.000947999
36,2847.91,1.09423,0.85681,1.09571,0.85303,0.73321,0.76304,0.49583,1.01082,0.72083,1.05706,0.00280155,0.000933851,0.00280155,0.000933851,0.00280155,0.000933851,0.00280155,0.000933851
37,2920.04,1.08825,0.84325,1.10606,0.85714,0.86316,0.88801,0.57675,1.01641,0.72198,1.05833,0.00275911,0.000919704,0.00275911,0.000919704,0.00275911,0.000919704,0.00275911,0.000919704
38,2993.65,1.08829,0.82602,1.10474,0.86821,0.78,0.82249,0.52259,1.06004,0.73952,1.07528,0.00271667,0.000905557,0.00271667,0.000905557,0.00271667,0.000905557,0.00271667,0.000905557
39,3072.75,1.07622,0.8209,1.10405,0.86518,0.90858,0.94015,0.61399,1.00294,0.71696,1.0513,0.00267423,0.00089141,0.00267423,0.00089141,0.00267423,0.00089141,0.00267423,0.00089141
40,3141.56,1.0624,0.80858,1.0912,0.86206,0.80422,0.83709,0.54495,1.01949,0.71896,1.05994,0.00263179,0.000877263,0.00263179,0.000877263,0.00263179,0.000877263,0.00263179,0.000877263
41,3206.27,1.05777,0.81953,1.07618,0.82773,0.86725,0.89977,0.5684,1.12768,0.85806,1.13953,0.00258935,0.000863116,0.00258935,0.000863116,0.00258935,0.000863116,0.00258935,0.000863116
42,3283.6,1.07268,0.82436,1.10688,0.86477,0.84035,0.87644,0.5727,1.03061,0.71428,1.06281,0.00254691,0.000848969,0.00254691,0.000848969,0.00254691,0.000848969,0.00254691,0.000848969
43,3358.39,1.06576,0.8181,1.09486,0.87243,0.83971,0.88033,0.57924,0.99363,0.6907,1.04783,0.00250447,0.000834822,0.00250447,0.000834822,0.00250447,0.000834822,0.00250447,0.000834822
44,3437.31,1.07237,0.81697,1.09936,0.89234,0.88435,0.93743,0.62007,0.98795,0.68984,1.0459,0.00246202,0.000820675,0.00246202,0.000820675,0.00246202,0.000820675,0.00246202,0.000820675
45,3515.12,1.05894,0.80085,1.08148,0.87077,0.77372,0.80727,0.52944,1.00577,0.68959,1.05504,0.00241958,0.000806528,0.00241958,0.000806528,0.00241958,0.000806528,0.00241958,0.000806528
46,3592.63,1.06324,0.80068,1.09042,0.85979,0.84884,0.87321,0.57857,0.97952,0.67575,1.04222,0.00237714,0.00079238,0.00237714,0.00079238,0.00237714,0.00079238,0.00237714,0.00079238
47,3664.08,1.05602,0.80719,1.0883,0.88571,0.86058,0.89992,0.59635,0.97686,0.68121,1.03994,0.0023347,0.000778233,0.0023347,0.000778233,0.0023347,0.000778233,0.0023347,0.000778233
48,3733.69,1.04519,0.7872,1.08228,0.85868,0.83404,0.86143,0.57174,0.97518,0.67882,1.03882,0.00229226,0.000764086,0.00229226,0.000764086,0.00229226,0.000764086,0.00229226,0.000764086
49,3813.54,1.0417,0.78433,1.07548,0.85029,0.74411,0.77467,0.49824,1.03898,0.7851,1.08166,0.00224982,0.000749939,0.00224982,0.000749939,0.00224982,0.000749939,0.00224982,0.000749939
50,3903.51,1.05571,0.78369,1.07859,0.86225,0.80843,0.83194,0.54404,1.01598,0.70793,1.06145,0.00220738,0.000735792,0.00220738,0.000735792,0.00220738,0.000735792,0.00220738,0.000735792
51,3979.67,1.03487,0.77128,1.07122,0.86264,0.91935,0.94864,0.63105,0.98411,0.68035,1.04194,0.00216494,0.000721645,0.00216494,0.000721645,0.00216494,0.000721645,0.00216494,0.000721645
52,4035.7,1.05348,0.77763,1.07962,0.84465,0.90092,0.9257,0.59664,1.08443,0.75754,1.10885,0.00212249,0.000707498,0.00212249,0.000707498,0.00212249,0.000707498,0.00212249,0.000707498
53,4113.88,1.06058,0.79472,1.09216,0.88292,0.90092,0.94124,0.60488,1.07052,0.73054,1.08611,0.00208005,0.000693351,0.00208005,0.000693351,0.00208005,0.000693351,0.00208005,0.000693351
54,4208.38,1.04889,0.79562,1.0915,0.88439,0.9133,0.95295,0.63904,0.96482,0.67541,1.03286,0.00203761,0.000679204,0.00203761,0.000679204,0.00203761,0.000679204,0.00203761,0.000679204
55,4294.25,1.04455,0.7792,1.07893,0.88382,0.90689,0.95093,0.63728,0.96343,0.66502,1.03505,0.00199517,0.000665057,0.00199517,0.000665057,0.00199517,0.000665057,0.00199517,0.000665057
56,4388.05,1.03275,0.78848,1.07893,0.87191,0.91242,0.94333,0.62855,1.00262,0.67817,1.04886,0.00195273,0.000650909,0.00195273,0.000650909,0.00195273,0.000650909,0.00195273,0.000650909
57,4449.97,1.05253,0.77735,1.0796,0.88406,0.92454,0.95747,0.64627,0.95251,0.65504,1.02946,0.00191029,0.000636762,0.00191029,0.000636762,0.00191029,0.000636762,0.00191029,0.000636762
58,4538.69,1.04953,0.78596,1.07878,0.87276,0.91588,0.9483,0.63345,1.01498,0.70613,1.05872,0.00186785,0.000622615,0.00186785,0.000622615,0.00186785,0.000622615,0.00186785,0.000622615
59,4636.52,1.036,0.76663,1.06984,0.89581,0.91841,0.95773,0.6489,0.94847,0.65064,1.02604,0.0018254,0.000608468,0.0018254,0.000608468,0.0018254,0.000608468,0.0018254,0.000608468
60,4724.31,1.03681,0.77237,1.07733,0.88004,0.92538,0.95383,0.64753,0.95068,0.64758,1.02816,0.00178296,0.000594321,0.00178296,0.000594321,0.00178296,0.000594321,0.00178296,0.000594321
